This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"A3319","Tulsa 0175",-96.0117,36.1499,195,"MESOWEST","210716"
"AN267","Blackwater N",-76.1114,38.4450,0,"MESOWEST","210729"
"AN575","Corpus Chris",-97.4193,27.8075,10,"MESOWEST","210730"
"AN602","Austin North",-97.7600,30.3542,253,"MESOWEST","210735"
"A3798","Bend - Road",-121.2602,44.0219,1133,"MESOWEST","210737"
"AN014","Tempe",-111.9347,33.4124,356,"MESOWEST","210745"
"A3434","Sunrise Acre",-115.1139,36.1640,565,"MESOWEST","210747"
"A3676","Bayonne",-74.1261,40.6703,2,"MESOWEST","210755"
"A1351","Phoenix JLG",-112.0950,33.5036,345,"MESOWEST","210757"
"E9192","EW9192 Potsd",-74.9983,44.6623,148,"MESOWEST","210763"
"AN552","Port Arthur",-93.9875,29.8942,3,"MESOWEST","210773"
"AN598","Arlington Mu",-97.0886,32.6558,182,"MESOWEST","210776"
"AN781","Parsons",-79.6617,39.0905,505,"MESOWEST","210783"
"A1316","San Antonio",-98.3914,29.5294,236,"MESOWEST","210789"
"AN492","Italy C1044",-96.8711,32.1772,165,"MESOWEST","210792"
"E9204","EW9204 Green",-73.7107,41.0885,129,"MESOWEST","210794"
"AN195","Vincennes",-87.4853,38.7408,142,"MESOWEST","210796"
"AN479","Frisco C31",-96.7861,33.1325,233,"MESOWEST","210799"
"AN677","Centennial",-106.2399,41.3642,3177,"MESOWEST","210805"
"AN754","Lawton North",-98.4288,34.6330,363,"MESOWEST","210806"
"E6122","EW6122 Brist",-72.9084,41.7016,89,"MESOWEST","210807"
"F5766","FW5766 Clove",-123.0175,38.7997,98,"MESOWEST","210810"
"E4824","EW4824 Stree",-99.3615,30.7890,536,"MESOWEST","210811"
"AN546","Mission C43",-98.2911,26.2262,42,"MESOWEST","210812"
"A1710","Indpls - I-7",-86.1309,39.7879,223,"MESOWEST","210819"
"AN433","Quaker City",-81.3373,39.9428,360,"MESOWEST","210820"
"A3657","Thompson Fal",-115.3238,47.5944,743,"MESOWEST","210821"
"F3734","FW3734 St. L",-90.4170,38.5910,201,"MESOWEST","210823"
"A1084","MUSKEGON",-86.3111,43.2781,194,"MESOWEST","210826"
"E2984","EW2984 York",-76.7080,39.9442,196,"MESOWEST","210830"
"AN490","Odessa Gonza",-102.3348,31.8703,890,"MESOWEST","210835"
"AN758","South Carrol",-77.0417,39.4442,224,"MESOWEST","210841"
"AS230","K7PB Salt La",-111.8267,40.7307,1407,"MESOWEST","210842"
"AN647","MADISON EAST",-89.3572,43.1008,262,"MESOWEST","210845"
"C8680","CW8680 Water",-72.9600,41.6207,305,"MESOWEST","210848"
"A3767","Glacier NP",-113.9956,48.5103,970,"MESOWEST","210850"
"AN682","Boulder",-109.7531,42.7186,2156,"MESOWEST","210854"
"A3810","Portland Nea",-122.7455,45.3992,54,"MESOWEST","210857"
"A2208","Lewiston",-116.9914,46.4085,284,"MESOWEST","210858"
"A3792","Yellowstone",-110.4006,44.5597,2407,"MESOWEST","210863"
"A3772","Pembroke Exc",-71.4583,43.1325,74,"MESOWEST","210864"
"A1325","St. Lukes Me",-116.3479,43.6007,811,"MESOWEST","210871"
"F2475","FW2475 Monte",-86.5152,41.1142,220,"MESOWEST","210872"
"A1273","Temple Georg",-97.4312,31.1225,191,"MESOWEST","210886"
"AN666","GRAFTON",-87.9208,43.3431,230,"MESOWEST","210887"
"AN274","PG Equestria",-76.7442,38.8121,11,"MESOWEST","210894"
"A3576","Lee Vining",-119.1203,37.9621,2058,"MESOWEST","210899"
"C7834","CW7834 Mayfi",-75.5325,41.5352,322,"MESOWEST","210901"
"AN200","Indpls-Washi",-86.1147,39.8108,232,"MESOWEST","210903"
"E6790","EW6790 Easto",-93.8858,43.7230,347,"MESOWEST","210906"
"A3263","Kremlin",-97.8456,36.5123,361,"MESOWEST","210909"
"AN571","Corsicana C1",-96.3992,32.0319,136,"MESOWEST","210912"
"A3689","Tranquillity",-120.3822,36.6324,56,"MESOWEST","210915"
"AN672","Perkinstown",-90.5969,45.2066,458,"MESOWEST","210918"
"AN482","Dallas Conve",-96.7978,32.7742,142,"MESOWEST","210924"
"E1610","EW1610 Puert",-113.5150,31.2983,8,"MESOWEST","210925"
"A2065","Hillcrest HS",-93.2997,37.2561,378,"MESOWEST","210926"
"D6747","DW6747 Colum",-76.8565,39.1588,90,"MESOWEST","210927"
"AN222","Davenport: 1",-90.5875,41.5300,216,"MESOWEST","210931"
"A1072","PONTIAC",-83.3253,42.6333,293,"MESOWEST","210938"
"A2213","Grangeville",-116.1152,45.9313,1019,"MESOWEST","210942"
"D5707","DW5707 New F",-76.6652,39.7227,266,"MESOWEST","210946"
"A1059","DETROIT - SO",-83.1072,42.3042,179,"MESOWEST","210948"
"AN750","Mannford",-96.3608,36.1053,236,"MESOWEST","210955"
"F0371","FW0371 Gerla",-119.3580,40.6518,1205,"MESOWEST","210956"
"A1042","SCOTTVILLE",-86.2944,43.9533,209,"MESOWEST","210961"
"A3103","Nez Perce Tr",-116.0216,46.2756,940,"MESOWEST","210963"
"A3791","Bad River Tr",-90.6986,46.6144,184,"MESOWEST","210966"
"AN336","LIBERTY",-94.3764,39.3031,276,"MESOWEST","210967"
"AN652","POTAWATOMI",-88.8100,45.5639,554,"MESOWEST","210978"
"E9651","EW9651 Sandy",-111.8588,40.5553,1415,"MESOWEST","210979"
"A1054","RIVER ROUGE",-83.1322,42.2672,176,"MESOWEST","210981"
"A3748","Grand Canyon",-112.1531,36.0550,2114,"MESOWEST","210983"
"AN604","Austin Webbe",-97.7131,30.2633,147,"MESOWEST","210984"
"AN548","Granbury C73",-97.8033,32.4419,231,"MESOWEST","210998"
"A1067","STERLING HTS",-82.1639,42.0941,172,"MESOWEST","211002"
"AN007","Glendale Com",-112.1915,33.5694,356,"MESOWEST","211009"
"AN450","Speedwell",-83.8300,36.4700,364,"MESOWEST","211011"
"A1345","Rillito",-111.1545,32.4143,624,"MESOWEST","211013"
"F3025","FW3025 Endic",-76.0358,42.1505,454,"MESOWEST","211018"
"AN276","TRURO",-70.0239,41.9756,34,"MESOWEST","211019"
"A3639","White Fish D",-114.3360,48.4005,925,"MESOWEST","211021"
"AN502","Ascarate Par",-106.4028,31.7467,1122,"MESOWEST","211022"
"E1490","EW1490 Pelha",-86.8137,33.2737,138,"MESOWEST","211023"
"AN670","Devils Lake",-89.6803,43.4356,385,"MESOWEST","211025"
"AN151","Georgia Stat",-84.4052,33.1787,268,"MESOWEST","211028"
"C0238","CW0238 Faird",-85.7675,38.1168,138,"MESOWEST","211029"
"AN577","Corpus Chris",-97.4657,27.8118,11,"MESOWEST","211031"
"A1343","Miami Golf C",-110.8297,33.4190,1005,"MESOWEST","211032"
"AN120","Abington",-72.0100,41.8402,211,"MESOWEST","211040"
"AN641","Spokane-Augu",-117.3649,47.6725,584,"MESOWEST","211041"
"A2068","Boundary Cou",-116.3690,48.7056,539,"MESOWEST","211047"
"A3674","Missoula Boy",-114.0206,46.8423,969,"MESOWEST","211053"
"E5069","EW5069 Amboy",-85.9840,40.5930,252,"MESOWEST","211055"
"AN382","Lebanon",-72.3095,43.6296,167,"MESOWEST","211056"
"AN443","M.K. Goddard",-80.1451,41.4271,381,"MESOWEST","211059"
"AN566","Waco C1037",-97.0706,31.6531,146,"MESOWEST","211063"
"A1347","Douglas Red",-109.5397,31.3492,1232,"MESOWEST","211066"
"AN464","San Antonio",-98.5805,29.4239,221,"MESOWEST","211069"
"AN859","Kamiah",-116.0275,46.2094,438,"MESOWEST","211071"
"A1083","NEW HAVEN",-82.7936,42.7314,190,"MESOWEST","211075"
"AN653","CHIWAUKEE",-87.8111,42.5047,179,"MESOWEST","211077"
"F0800","FW0800 Elk R",-93.5917,45.3573,288,"MESOWEST","211081"
"A3248","Spanish Spri",-119.7187,39.6215,1367,"MESOWEST","211084"
"AN269","Edgewood",-76.2967,39.4100,13,"MESOWEST","211085"
"D3723","DW3723 Morga",-121.6378,37.1468,118,"MESOWEST","211088"
"A1388","Myton",-110.1823,40.2169,1607,"MESOWEST","211090"
"A2266","Texarkana Ne",-94.0757,33.4355,96,"MESOWEST","211096"
"AN484","Dallas North",-96.8085,32.9192,196,"MESOWEST","211101"
"A1055","TECUMSEH",-83.9467,41.9956,248,"MESOWEST","211104"
"A3150","Underhill",-72.8690,44.5284,394,"MESOWEST","211105"
"A3326","Tulsa 0235",-95.9989,36.1270,195,"MESOWEST","211111"
"A1181","Tulsa",-95.9764,36.2067,198,"MESOWEST","211119"
"A3703","Grass Valley",-121.0556,39.2344,851,"MESOWEST","211125"
"AN504","Skyline Park",-106.4256,31.8939,1197,"MESOWEST","211128"
"AN752","Lynn Lane",-95.7636,36.1336,199,"MESOWEST","211132"
"F4338","FW4338 Liber",-87.9612,42.2643,220,"MESOWEST","211133"
"A3386","Jerome Mack",-115.0787,36.1419,539,"MESOWEST","211136"
"AN206","Dayville",-87.2900,37.9536,136,"MESOWEST","211139"
"D7358","DW7358 Hoffm",-88.1232,42.0962,264,"MESOWEST","211142"
"A1341","Ajo",-112.8575,32.3820,520,"MESOWEST","211146"
"AN468","Manvel Croix",-95.3925,29.5203,21,"MESOWEST","211147"
"AU639","KE7YUP Eagle",-111.9847,40.3900,1553,"MESOWEST","211150"
"AN204","South Bend-S",-86.2147,41.6967,229,"MESOWEST","211153"
"C0962","CW0962 Plymo",-70.7000,41.8998,49,"MESOWEST","211155"
"AN611","Laredo Bridg",-99.5031,27.5017,126,"MESOWEST","211163"
"F5793","FW5793 Littl",-105.1268,39.5867,1767,"MESOWEST","211164"
"AN462","Heritage Mid",-98.3328,29.3529,177,"MESOWEST","211168"
"F0030","FW0030 Mesop",-80.9497,41.4592,252,"MESOWEST","211170"
"E8682","EW8682 Sylma",-118.4058,34.3203,424,"MESOWEST","211173"
"AN665","RHINELANDER",-89.4125,45.6453,475,"MESOWEST","211174"
"A1356","Queen Valley",-111.2928,33.2894,638,"MESOWEST","211179"
"C8843","CW8843 Brigh",-111.9942,41.5022,1399,"MESOWEST","211181"
"AN354","BLAIR STREET",-90.1986,38.6565,139,"MESOWEST","211186"
"A3659","Remount",-80.8741,35.2132,198,"MESOWEST","211196"
"A1342","Paul Spur Ch",-109.7309,31.3658,1285,"MESOWEST","211199"
"AN543","Karnack C85",-94.1681,32.6706,86,"MESOWEST","211205"
"AN275","Beltsville",-76.8172,39.0284,51,"MESOWEST","211209"
"AN634","Tacoma-L St",-122.4517,47.1864,103,"MESOWEST","211210"
"AN016","Cave Creek",-112.0174,33.8217,582,"MESOWEST","211213"
"AN559","SETRPC 43 Je",-94.0006,29.9425,3,"MESOWEST","211217"
"A3650","Great Falls",-111.3033,47.4943,1020,"MESOWEST","211221"
"AN747","Glenpool",-96.0033,35.9525,220,"MESOWEST","211225"
"F5416","FW5416 Skyli",-121.1977,45.5882,175,"MESOWEST","211226"
"E9592","EW9592 Crest",-85.3988,38.3187,212,"MESOWEST","211229"
"F2498","FW2498 Badge",-104.9355,47.9528,705,"MESOWEST","211234"
"E5294","EW5294 Knoxv",-77.4285,41.9552,374,"MESOWEST","211235"
"A3620","Madera - Pum",-120.0100,36.8669,83,"MESOWEST","211238"
"A3165","Big Spring M",-101.4072,32.2803,764,"MESOWEST","211239"
"A2120","RT",-115.1757,36.1397,639,"MESOWEST","211241"
"A1044","Pinnacles NM",-121.1556,36.4850,309,"MESOWEST","211243"
"A1303","Toll",-119.7396,39.3998,1393,"MESOWEST","211248"
"A3593","Billings Cob",-108.4588,45.7866,1027,"MESOWEST","211256"
"A1622","Ouray",-109.6874,40.0549,1467,"MESOWEST","211258"
"AN130","Sumatra",-84.9903,30.1103,17,"MESOWEST","211263"
"E4430","EW4430 Semin",-82.8102,27.8603,19,"MESOWEST","211265"
"A1961","Lostwood NWR",-102.4022,48.6419,688,"MESOWEST","211267"
"F6766","FW6766 Alpha",-84.3285,34.0968,349,"MESOWEST","211269"
"AN483","Dallas Hinto",-96.8600,32.8200,131,"MESOWEST","211277"
"E1687","EW1687 Dover",-76.8455,39.9885,145,"MESOWEST","211279"
"AN268","Piney Run",-79.0119,39.7058,758,"MESOWEST","211282"
"A2868","Orange 1st S",-93.7259,30.1537,13,"MESOWEST","211285"
"A3802","Klamath Fall",-121.7314,42.1903,1254,"MESOWEST","211287"
"E8570","EW8570 Mount",-80.5928,36.5433,373,"MESOWEST","211290"
"AN822","Buffalo",-90.6883,41.4672,192,"MESOWEST","211292"
"AN555","Jefferson Co",-94.0008,29.9428,4,"MESOWEST","211302"
"AN640","Marysville-7",-122.1758,48.0550,7,"MESOWEST","211305"
"A1081","Zion NP",-113.1506,37.1983,1214,"MESOWEST","211307"
"A4416","Bondville",-88.3724,40.0519,213,"MESOWEST","211308"
"AN510","Longview C19",-94.7118,32.3787,110,"MESOWEST","211310"
"AP346","AB8KN-2 Uppe",-83.0545,40.0211,259,"MESOWEST","211313"
"A3665","Buckeye",-112.6207,33.3700,265,"MESOWEST","211316"
"A1070","ROCHESTER",-83.1303,42.6791,222,"MESOWEST","211318"
"AN742","Yukon",-97.7508,35.4794,421,"MESOWEST","211323"
"C3319","CW3319 Woodb",-92.9648,44.8875,309,"MESOWEST","211325"
"AN289","Uxbridge",-71.6200,42.0997,77,"MESOWEST","211328"
"A1071","Mesa Verde N",-108.4903,37.1983,2166,"MESOWEST","211330"
"A1964","Edinburg C10",-98.1521,26.2886,33,"MESOWEST","211334"
"A2947","Saul Martine",-116.0638,33.5720,-49,"MESOWEST","211336"
"E3967","EW3967 Harra",-97.1793,35.4836,350,"MESOWEST","211338"
"A1049","HARBOR BEACH",-82.6431,43.8364,181,"MESOWEST","211341"
"F1892","FW1892 Manch",-71.4526,43.0189,98,"MESOWEST","211344"
"AN255","Acadia NP -",-68.2609,44.3771,148,"MESOWEST","211346"
"A2823","Bismarck Res",-100.7681,46.8253,579,"MESOWEST","211349"
"A3691","West Yellows",-111.0896,44.6570,2041,"MESOWEST","211351"
"A3578","Johnson Coun",-106.5097,43.8748,1432,"MESOWEST","211353"
"E9060","EW9060 Sacra",-121.5002,38.6598,5,"MESOWEST","211354"
"A1381","Enumclaw Mud",-121.9379,47.1411,397,"MESOWEST","211374"
"E4977","EW4977 Sheph",-84.6679,43.4721,240,"MESOWEST","211378"
"F5345","FW5345 Hood",-121.5883,45.5217,519,"MESOWEST","211389"
"AU469","N2XGL-1 Long",-105.1487,40.1985,1552,"MESOWEST","211392"
"F3304","FW3304 New C",-88.2220,36.5367,165,"MESOWEST","211405"
"C3590","CW3590 Tyler",-95.2429,32.2952,167,"MESOWEST","211413"
"F3572","FW3572 Vero",-80.3937,27.6377,3,"MESOWEST","211414"
"F4584","FW4584 Winst",-94.0155,44.9970,310,"MESOWEST","211417"
"F2588","FW2588 Candl",-82.7065,35.5532,688,"MESOWEST","211422"
"C5019","C5019 Spring",-95.5647,30.2123,65,"MESOWEST","211423"
"E5035","EW5035 Clyde",-118.4995,46.4907,357,"MESOWEST","211427"
"C7529","CW7529 Norwa",-93.7108,41.4617,292,"MESOWEST","211431"
"F0697","FW0697 Louis",-85.7495,38.2442,140,"MESOWEST","211432"
"AS080","N1YZ Hoover",-86.8127,33.3476,171,"MESOWEST","211435"
"E6576","EW6576 San M",-118.2287,34.1082,197,"MESOWEST","211436"
"F1214","FW1214 La Cr",-99.3263,38.5605,653,"MESOWEST","211438"
"AV223","N8QVQ Grawn",-85.6940,44.6430,266,"MESOWEST","211440"
"AU561","KB7STN Herri",-112.0267,40.4910,1543,"MESOWEST","211443"
"F2760","FW2760 Pflug",-97.5610,30.4670,199,"MESOWEST","211446"
"E3334","EW3334 Aubur",-71.3908,43.0325,113,"MESOWEST","211447"
"F1809","FW1809 Hebro",-72.3367,41.6253,162,"MESOWEST","211448"
"E7911","EW7911 Allou",-88.0117,44.4918,190,"MESOWEST","211453"
"F0245","FW0245 Raymo",-83.5450,40.3458,329,"MESOWEST","211469"
"E5319","EW5319 Mento",-81.3740,41.6855,188,"MESOWEST","211470"
"D8623","DW8623 Sykes",-76.9509,39.4675,199,"MESOWEST","211474"
"D8266","DW8266 Katy",-95.8193,29.7133,42,"MESOWEST","211475"
"D7301","DW7301 Livin",-110.7400,45.5527,1702,"MESOWEST","211479"
"F5284","FW5284 Lomba",-88.0285,41.8720,221,"MESOWEST","211480"
"C5988","CW5988 San F",-122.4317,37.7597,57,"MESOWEST","211491"
"D0708","DW0708 Tomba",-95.6272,30.1647,58,"MESOWEST","211492"
"F4355","FW4355 Sedal",-104.9505,39.3455,1926,"MESOWEST","211493"
"F5264","FW5264 Chilm",-70.6845,41.3752,24,"MESOWEST","211494"
"AR530","WA1NHP Richm",-72.2704,42.7565,331,"MESOWEST","211498"
"E9030","EW9030 Divid",-105.2092,38.9537,2745,"MESOWEST","211500"
"E9282","EW9282 Napie",-73.3950,45.1920,53,"MESOWEST","211505"
"E5449","EW5449 Front",-78.1513,39.0467,203,"MESOWEST","211517"
"AT245","W8FY-4 Middl",-84.4457,40.8553,249,"MESOWEST","211518"
"F0794","FW0794 Santa",-122.0510,36.9498,15,"MESOWEST","211520"
"C1792","CW1792 Sarat",-122.0230,37.2747,114,"MESOWEST","211523"
"F6267","FW6267 Winds",-72.3848,43.4847,102,"MESOWEST","211530"
"E4542","EW4542 Fallb",-117.2338,33.3958,250,"MESOWEST","211553"
"C5612","CW5612 Midlo",-77.6426,37.4265,75,"MESOWEST","211555"
"AU491","WX6HNX-14 Me",-119.0842,35.0583,150,"MESOWEST","211559"
"E9280","EW9280 Heath",-76.3215,37.9298,6,"MESOWEST","211560"
"C3071","CW3071 Midwe",-106.2725,43.4087,1505,"MESOWEST","211570"
"E7798","EW7798 Surpr",-112.3841,33.5906,352,"MESOWEST","211572"
"C8226","CW8226 Menlo",-122.1806,37.4464,22,"MESOWEST","211579"
"E8599","EW8599 West",-76.5367,42.3355,265,"MESOWEST","211583"
"AU937","N8IR-11 Maum",-83.7057,41.5967,195,"MESOWEST","211587"
"C7052","CW7052 Bould",-122.1133,37.1130,127,"MESOWEST","211588"
"AU814","K0VXP-1 El J",-107.1162,39.4522,2331,"MESOWEST","211589"
"E8830","EW8830 Young",-80.6517,41.0995,259,"MESOWEST","211590"
"E1385","EW1385 Campb",-77.7905,44.3080,157,"MESOWEST","211593"
"AP901","KB6OQJ Santa",-120.0947,34.6022,183,"MESOWEST","211594"
"D3347","DW3347 Clovi",-119.7121,36.8619,114,"MESOWEST","211601"
"E4723","EW4723 Port",-122.8258,48.1292,77,"MESOWEST","211602"
"F5772","FW5772 Grand",-108.5533,39.0323,1481,"MESOWEST","211615"
"AU652","WB8ZTP Granv",-82.5758,40.0381,343,"MESOWEST","211617"
"F0295","FW0295 Cimar",-100.3337,37.6937,834,"MESOWEST","211639"
"D0490","DW0490 Yorba",-117.7233,33.8762,140,"MESOWEST","211645"
"C8796","CW8796 Color",-104.8837,38.8254,1966,"MESOWEST","211656"
"E7930","EW7930 Santa",-105.9405,35.5262,2037,"MESOWEST","211658"
"D2447","DW2447 Summe",-80.1833,32.9825,20,"MESOWEST","211662"
"E6292","EW6292 Duked",-88.7683,36.4850,121,"MESOWEST","211664"
"C7369","CW7369 La Me",-117.0162,32.7670,174,"MESOWEST","211671"
"E1798","EW1798 Thono",-82.3205,28.0582,14,"MESOWEST","211678"
"C0925","CW0925 Cudjo",-81.5000,24.6000,0,"MESOWEST","211679"
"E9605","EW9605 Lakew",-82.3813,27.4058,14,"MESOWEST","211682"
"F5702","FW5702 Steam",-106.9607,40.4882,1996,"MESOWEST","211686"
"D5262","DW5262 Weste",-71.8100,41.3230,12,"MESOWEST","211694"
"E1671","EW1671 New F",-77.6068,39.8663,262,"MESOWEST","211696"
"D0937","DW0937 St. P",-93.1795,44.9360,280,"MESOWEST","211704"
"D8544","DW8544 Lake",-88.1607,42.2173,235,"MESOWEST","211713"
"C8914","CW8914 Logan",-111.4920,41.9537,2321,"MESOWEST","211716"
"F4572","FW4572 Culle",-86.9952,35.5190,245,"MESOWEST","211719"
"F2709","FW2709 Estes",-105.5117,40.3283,2464,"MESOWEST","211720"
"F4263","FW4263 Burli",-89.7832,35.5520,109,"MESOWEST","211722"
"E6300","EW6300 Lake",-107.3000,38.0000,2638,"MESOWEST","211723"
"F2068","FW2068 Forne",-96.4283,32.7722,163,"MESOWEST","211726"
"C6120","CW6120 Reno",-119.8133,39.6120,1567,"MESOWEST","211727"
"E4486","EW4486 Spart",-81.1492,36.4310,1083,"MESOWEST","211731"
"F6320","FW6320 Ponde",-97.3412,33.2285,250,"MESOWEST","211733"
"F5216","FW5216 Milto",-73.1535,44.6175,96,"MESOWEST","211735"
"E9735","EW9735 Demar",-70.8587,44.0197,139,"MESOWEST","211739"
"AU971","N8LZG Symmes",-84.2803,39.2767,233,"MESOWEST","211740"
"D2073","DW2073 Bento",-92.7650,34.5357,129,"MESOWEST","211741"
"AS794","KD5HIA San A",-100.4408,31.3790,579,"MESOWEST","211742"
"C2028","CW2028 Waver",-93.5298,39.2099,243,"MESOWEST","211744"
"F3019","FW3019 Raven",-80.1475,32.8122,2,"MESOWEST","211748"
"E2642","EW2642 Hines",-119.1877,43.5213,1321,"MESOWEST","211749"
"D5315","DW5315 St. L",-92.2528,38.7217,257,"MESOWEST","211760"
"C9463","CW9463 Osweg",-88.3092,41.6562,212,"MESOWEST","211761"
"C1837","CW1837 Whitb",-78.9288,43.9078,110,"MESOWEST","211765"
"D5890","DW5890 Riche",-105.1245,47.6745,735,"MESOWEST","211768"
"E4633","EW4633 Harri",-84.7737,39.2828,250,"MESOWEST","211776"
"E3553","EW3553 North",-73.5645,40.6975,18,"MESOWEST","211777"
"F5146","FW5146 Mount",-111.7903,41.1455,1498,"MESOWEST","211779"
"C5066","CW5066 Gilpi",-105.4801,39.8295,2854,"MESOWEST","211781"
"E2077","EW2077 Everg",-105.3440,39.6187,2277,"MESOWEST","211782"
"C5212","CW5212 Pocat",-112.3380,42.8726,1872,"MESOWEST","211784"
"E0461","EW0461 Sharo",-84.3851,39.2892,227,"MESOWEST","211786"
"F5836","FW5836 Belca",-76.2525,39.4783,27,"MESOWEST","211790"
"F1907","FW1907 Bozem",-111.0822,45.6825,1463,"MESOWEST","211791"
"E7235","EW7235 North",-100.7495,41.1903,891,"MESOWEST","211795"
"E4365","EW4365 Ostra",-83.2149,40.3131,285,"MESOWEST","211801"
"E1760","EW1760 Leona",-76.6870,38.2350,0,"MESOWEST","211803"
"E6034","EW6034 Houst",-95.5243,29.7463,19,"MESOWEST","211807"
"E4321","EW4321 Beach",-74.2555,39.5447,2,"MESOWEST","211808"
"D6011","DW6011 Glend",-87.9434,43.1179,195,"MESOWEST","211809"
"E8444","EW8444 Alexa",-82.6341,35.6967,621,"MESOWEST","211812"
"D7603","DW7603 Albuq",-106.7073,35.1514,1564,"MESOWEST","211816"
"C1466","CW1466 Goody",-112.4031,33.4586,293,"MESOWEST","211817"
"F0112","FW0112 Malib",-118.9900,34.0792,376,"MESOWEST","211821"
"F0228","FW0228 Sunol",-121.9000,37.5000,209,"MESOWEST","211827"
"AT638","KK7N Troutda",-122.3751,45.5243,62,"MESOWEST","211831"
"C6872","CW6872 Branc",-74.7305,40.5457,52,"MESOWEST","211839"
"F4639","FW4639 Apex",-78.8675,35.7218,133,"MESOWEST","211844"
"AT653","N0ICQ Ivanho",-96.2391,44.3876,533,"MESOWEST","211847"
"E0625","EW0625 Jerom",-84.4620,42.0203,341,"MESOWEST","211852"
"F6138","FW6138 Gale",-121.5293,45.6527,201,"MESOWEST","211854"
"E5835","EW5835 Graha",-74.5422,41.8472,310,"MESOWEST","211861"
"F3305","FW3305 Quinc",-91.3788,39.9163,194,"MESOWEST","211862"
"E7176","EW7176 Adams",-118.6517,45.7573,488,"MESOWEST","211865"
"F0903","FW0903 Ada",-83.8310,40.7690,292,"MESOWEST","211870"
"AT097","KN7D Kaysvil",-111.9352,41.0440,1345,"MESOWEST","211871"
"D3072","DW3072 Saylo",-75.3133,40.8976,191,"MESOWEST","211873"
"D8455","DW8455 Livin",-110.5708,45.4980,1480,"MESOWEST","211879"
"F1341","FW1341 Washi",-76.9882,38.9033,21,"MESOWEST","211881"
"F3129","FW3129 Cocon",-80.2435,25.7347,13,"MESOWEST","211888"
"C4874","CW4874 Ann A",-83.7336,42.3052,273,"MESOWEST","211891"
"F5941","FW5941 South",-111.9645,40.5703,1397,"MESOWEST","211898"
"E2649","EW2649 Woods",-122.2417,37.4053,130,"MESOWEST","211901"
"D7733","DW7733 Grand",-81.7852,43.2985,185,"MESOWEST","211903"
"D1905","DW1905 Atlan",-84.3333,33.9008,268,"MESOWEST","211912"
"F6880","FW6880 Mobil",-88.1422,30.6573,48,"MESOWEST","211913"
"F4460","FW4460 Belvi",-86.3072,35.1342,283,"MESOWEST","211921"
"AP064","AA2YS Penfie",-77.5107,43.1309,97,"MESOWEST","211922"
"E0402","EW0402 Talla",-84.2437,30.5903,62,"MESOWEST","211926"
"C8838","CW8838 Dougl",-77.0941,38.8502,56,"MESOWEST","211927"
"E7069","EW7069 Grass",-84.2545,42.2412,307,"MESOWEST","211928"
"D2613","DW2613 Toddv",-76.0840,38.3052,2,"MESOWEST","211931"
"E5937","EW5937 Super",-105.1475,39.9417,1674,"MESOWEST","211943"
"AU741","KA6UPU-1 Laf",-122.0905,37.9250,62,"MESOWEST","211945"
"F3335","FW3335 Dillo",-106.0052,39.5938,2771,"MESOWEST","211947"
"E8371","EW8371 Coope",-74.9315,42.6927,376,"MESOWEST","211952"
"D4892","DW4892 Castl",-104.8495,39.4348,1977,"MESOWEST","211953"
"C9561","CW9561 Kremm",-106.5313,40.1392,2629,"MESOWEST","211954"
"E4650","EW4650 Vande",-99.4627,29.7458,675,"MESOWEST","211957"
"F4083","FW4083 Chubb",-112.5000,42.9000,1352,"MESOWEST","211958"
"F3096","FW3096 Media",-75.4404,39.8967,74,"MESOWEST","211959"
"E7987","EW7987 Hudso",-71.5650,42.4103,88,"MESOWEST","211960"
"D7860","K4YOU Virgin",-76.2043,36.8218,2,"MESOWEST","211976"
"F0268","FW0268 Bent",-80.1085,37.1722,838,"MESOWEST","211985"
"E5026","EW5026 Bonfi",-88.0355,41.1537,192,"MESOWEST","212003"
"F2110","FW2110 Wichi",-97.3287,37.7927,418,"MESOWEST","212007"
"E0520","EW0520 Aubur",-81.2695,41.3605,354,"MESOWEST","212009"
"F1217","FW1217 Mount",-83.2700,39.7160,276,"MESOWEST","212014"
"F3074","FW3074 Corde",-112.1042,34.2992,1117,"MESOWEST","212020"
"E5139","EW5139 West",-84.4099,39.3465,251,"MESOWEST","212024"
